"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords"
"","","","International Conference on Wirtschaftsinformatik, WI 2021","2021","Lecture Notes in Information Systems and Organisation","48 LNISO","","","","","692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119352119&partnerID=40&md5=f9302ff39b8645f1159eb48fce126585","The proceedings contain 47 papers. The special focus in this conference is on Wirtschaftsinformatik. The topics include: A Methodology to Enhance Learning Processes with Augmented Reality Glasses; developing Digitalization Mindset and Capabilities: Preliminary Results of an Action Research Study; What is Meant by Digital Transformation Success? Investigating the Notion in IS Literature; exploring Strategic Orientations in the Age of Digital Transformation: A Longitudinal Analysis of Digital Business Model Patterns; untangling the Open Data Value Paradox: How Organizations Benefit from Revealing Data; How Challenging is the Development of Digital Services in an Automotive Environment? An Empirical Study of the Incongruences Between Business and IT Experts; digital Leadership ‒ Mountain or Molehill? A Literature Review; The IT Artifact in People Analytics: Reviewing Tools to Understand a Nascent Field; recombining Layers of Digital Technology: How Users Create and Capture Value; permissioned Blockchain for Data Provenance in Scientific Data Management; enter the Shark Tank: The Impact of Business Models on Early Stage Financing; structuring the Jungle of Capabilities Fostering Digital Innovation; digital Innovation Culture: A Systematic Literature Review; how the Dimensions of Supply Chain are Reflected by Digital Twins: A State-of-the-Art Survey; making a Case for Multi-level Reference Modeling – A Comparison of Conventional and Multi-level Language Architectures for Reference Modeling Challenges; notation-Agnostic Subprocess Modeling for Adaptive Case Management; capturing the Dynamics of Business Models: Towards the Integration of System Dynamics and Reference Modeling; a Systematic Literature Review of Digital Platform Business Models; a Taxonomy of Industrial IoT Platforms’ Architectural Features.","",""
"De Romrée H.; Fecheyr-Lippens B.; Schaninger B.","De Romrée, Henri (57205080814); Fecheyr-Lippens, Bruce (56942417400); Schaninger, Bill (20434407300)","57205080814; 56942417400; 20434407300","People analytics reveals three things HR may be getting wrong","2016","McKinsey Quarterly","2016","3","","70","73","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058453461&partnerID=40&md5=2f2cf217e3d809c1c463aec87cd48232","[No abstract available]","",""
"Ghosh A.; Basu B.","Ghosh, Avik (57221790778); Basu, Bhaskar (57215057480)","57221790778; 57215057480","Leveraging Analytics for Talent Acquisition: Case of IT Sector in India","2020","Asia Pacific Journal of Information Systems","30","4","","879","918","39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100214250&doi=10.14329%2fAPJIS.2020.30.4.879&partnerID=40&md5=1b338977ebe5bdfc4424420778a94652","One of the challenges faced by Talent Acquisition teams today pertains to the acquisition of human resources by matching job descriptions and skillsets desired. It is more so in the case of competitive sectors like the Indian IT sector. There can be various channels for Talent Acquisition and accordingly, the cost and benefits might vary. However, the consequences of a mismatch have an impact on the quality of deliverables, high recruitment expenses and loss of revenue for the organization. With increased and diverse sources of data that are available to organizations today, there is ample opportunity to apply analytics for informed decision making in this field. This paper reveals useful insights that help streamline the Talent Acquisition process in the Indian IT Industry. The paper adopts a data-centric approach to examine the critical determinants for efficient and effective Talent Acquisition process in IT organizations. Selected supervised machine learning algorithms are applied for the analysis of the dataset. The study is likely to help organizations in reassessing their talent acquisition strategy with respect to key parameters like expected cost to company (CTC), candidate sourcing channels and optimal joining period. © 2020, Asia Pacific Journal of Information Systems. All rights reserved","Classification Problem; Information Technology; People Analytics; Reneging; Talent Acquisition",""
"Leslie E.","Leslie, Esther (55619574000)","55619574000","This other atmosphere: against human resources, emoji and devices","2019","Journal of Visual Culture","18","1","","3","29","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064538315&doi=10.1177%2f1470412919825816&partnerID=40&md5=50922b6cd3eb86feab544edfb1cacd26","Frequently humans are invited to engage with modern visual forms: emoji, emoticons, pictograms. Some of these forms are finding their way into the workplace, understood as augmentations to workplace atmospheres. What has been called the ‘quantified workplace’ requires its workers to log their rates of stress, wellbeing and subjective sense of productivity on a scale of 1–5 or by emoji, in a context in which Human Resources (HR) professionals develop a vocabulary of Workforce Analytics, People Analytics, Human Capital Analytics or Talent Analytics, and all this in the context of managing the work environment or its atmosphere. Atmosphere is mood, a compote of emotions. Emotions are a part of a human package characterized as ‘the quantified self’, a self intertwined with – subject to but also compliant with – tracking and archiving. The logical step for managing atmospheres is to track emotions at a granular and large-scale level. Through the concept of the digital crowd, rated and self-rating, as well as emotion-tracking strategies, the human resource (as worker and consumer) engages in a new politics of the crowd, organized around what political philosopher Jodi Dean calls, affirmatively, ‘secondary visuality’, high-circulation communication fusing speech, writing and image as a new form. This is the visuality of communicative, or social media, capitalism. But to the extent that it is captured by HR, is it an exposure less to crowd-sourced democracy, and more a stage in turning the employee into an on-the-shelf item in a digital economy warehouse, assessed by Likert scales? While HR works on new atmospheres of work, what other atmospheres pervade the context of labour, and can these be deployed in the generation of other types of affect, ones that work towards the free association of labour and life? © The Author(s), 2019.","analytics; atmosphere; caring; emotional labour; labour power; smile detection",""
"Aviv I.; Barger A.; Pyatigorsky S.","Aviv, Itzhak (55504993600); Barger, Artem (50361052700); Pyatigorsky, Slava (57427441500)","55504993600; 50361052700; 57427441500","Novel Machine Learning Approach for Automatic Employees' Soft Skills Assessment: Group Collaboration Analysis Case Study","2021","5th International Conference on Intelligent Computing in Data Sciences, ICDS 2021","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123462691&doi=10.1109%2fICDS53782.2021.9626760&partnerID=40&md5=72b3f33ea75e2f231d4bcd1235a40cb1","Machine Learning (ML) based assessment of soft skills is a challenging domain in social computing. In today's enterprises, soft skills are regarded as one of the most crucial components for success. Based on data obtained from internal organizational sources, we evaluated the viability of utilizing ML to assess Group Communication Analysis (GSA) skills. We leveraged Latent Semantic Analysis (LSA) to understand and learn cognitive phenomena extracted from the communication extracted from the issue tracker of several popular open-source projects, with a specific input representation that allows the model to look for contextual cues in consecutive utterances. We looked at the data of 1520 engineers from three open-source software development projects that worked on an internal line of business operational systems. The ML models revealed five interpersonal and intrapersonal socio-cognitive GSA metrics in 10583 utterances and procedures, which were integrated into five clusters that assign socially engaged employee roles. Because there has not been any research on assessing employees' Soft Skills utilizing ML, our proposed method is a first in this field, relying on internal organizational datasets to obtain reliable Soft Skills assessment evaluation.  © 2021 IEEE.","HRTech; Machine Learning; People Analytics; Soft Skills Assessment","Machine learning; Open source software; Open systems; Semantics; Software design; Collaboration analysis; Group collaboration; Hrtech; Machine learning approaches; Machine-learning; Organisational; People analytic; Skill assessment; Soft skill assessment; Soft skills; Personnel"
"Yoon S.W.","Yoon, Seung Won (15758657700)","15758657700","Explosion of people analytics, machine learning, and human resource technologies: Implications and applications for research","2021","Human Resource Development Quarterly","32","3","","243","250","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112445180&doi=10.1002%2fhrdq.21456&partnerID=40&md5=cf0f424460e5ad4ba7efc6cf3debc466","[No abstract available]","",""
"","","","INFORMS International Conference on Service Science,  INFORMS-CSS 2019","2020","Springer Proceedings in Business and Economics","","","","","","400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126085557&partnerID=40&md5=02ceed9759703c466c374b9d4c6082e3","The proceedings contain 35 papers. The special focus in this conference is on Service Science. The topics include: Analyzing WeChat Diffusion Cascade: Pattern Discovery and Prediction; what Makes a Helpful Online Review for Healthcare Services? An Empirical Analysis of Haodaifu Website; Study on the Control Measures of MDRO Transmission in ICU Based on Markov Process; maintenance Architecture Optimization of a Distributed CubeSat Network Based on Parametric Model; the Study of Fresh Products Supplier’s Comprehensive Evaluation Based on Balanced Scorecard; LSTM-Based Neural Network Model for Semantic Search; teaching a Man to Fish: Teaching Cases of Business Analytics; structure Evolvement and Equilibrium Analysis of International Credit Rating Market; research on Information Dissemination Model in WeChat-Based Brand Community; index Frequency-Based Contour Selection of Gray Wave Forecasting Model and Its Application in Shanghai Stock Market; Route Planning for Vehicles with UAVs Based on Set Covering; on the Uncertain Accuracy of Seller-Provided Information in the Presence of Online Reviews; study on an Argumentation-Based Negotiation in Human-Computer Negotiation Service; service Performance Tests on the Mobile Edge Computing Platform: Challenges and Opportunities; multiple-Disease Risk Predictive Modeling Based on Directed Disease Networks; people Analytics in Practice: Connecting Employee, Customer, and Operational Data to Create Evidence-Based Decision Making; performance Analysis of a Security-Check System with Four Types of Inspection Channels for High-Speed Rail Stations in China; research on the Method of Identifying Opinion Leaders Based on Online Word-of-Mouth; two-Level Trip Selection and Price Incentive Scheduling in Electric Vehicle-Sharing System; airworthiness Evaluation Model Based on Fuzzy Neural Network.","",""
"Hüllmann J.A.; Krebber S.; Troglauer P.","Hüllmann, Joschka A. (57202990766); Krebber, Simone (57220835726); Troglauer, Patrick (57344947300)","57202990766; 57220835726; 57344947300","The IT Artifact in People Analytics: Reviewing Tools to Understand a Nascent Field","2021","Lecture Notes in Information Systems and Organisation","48 LNISO","","","238","254","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119363486&doi=10.1007%2f978-3-030-86800-0_18&partnerID=40&md5=7c979c9903f43e11a6f81b3f5f47ceeb","Despite people analytics being a hype topic and attracting attention from both academia and practice, we find only few academic studies on the topic, with practitioners driving discussions and the development of the field. To better understand people analytics and the role of information technology, we perform a thorough evaluation of the available software tools. We monitored social media to identify and analyze 41 people analytics tools. Afterward, we sort these tools by employing a coding scheme focused on five dimensions: methods, stakeholders, outcomes, data sources, and ethical issues. Based on these dimensions, we classify the tools into five archetypes, namely employee surveillance, technical platforms, social network analytics, human resources analytics, and technical monitoring. Our research enhances the understanding of implicit assumptions underlying people analytics in practice, elucidates the role of information technology, and links this novel topic to established research in the information systems discipline. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Archetypes; Human resources analytics; IT artifact; People analytics; Social network analytics",""
"Gittell J.H.; Ali H.N.","Gittell, Jody Hoffer (6602991515); Ali, Hebatallah Naim (57265273100)","6602991515; 57265273100","Relational analytics: Guidelines for analysis and action","2021","Relational Analytics: Guidelines for Analysis and Action","","","","1","190","189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121190854&doi=10.4324%2f9781003036371&partnerID=40&md5=df3cbf0daa9f705463de0c5ec211ac5d","This guidebook goes beyond people analytics to provide a research-based, practice-tested methodology for doing relational analytics, based on the science of relational coordination. We are witnessing a revolution in people analytics, where data are used to identify and leverage human talent to drive performance outcomes. Today's workplace is interdependent, however, and individuals drive performance through networks that span department, organization and sector boundaries. This book shares the relational coordination framework, with a validated scalable analytic tool that has been used successfully across dozens of countries and industries to understand, measure and influence networks of relationships in and across organizations, and which can be applied at any level in the private and public sectors worldwide. Graduate students and practitioners in human resource management, health policy and management, organizational behavior, engineering and network analysis will appreciate the methodology and hands-on guidance this book provides, with its focus on identifying, analyzing and building networks of productive interdependence. Online resources include data appendices and statistical commands that can be used to conduct all these analyses in readers' own organizations. © 2021 Taylor & Francis. All rights reserved.","",""
"Fernandez V.; Gallardo-Gallardo E.","Fernandez, Vicenc (25931431300); Gallardo-Gallardo, Eva (55389786200)","25931431300; 55389786200","Tackling the HR digitalization challenge: key factors and barriers to HR analytics adoption","2021","Competitiveness Review","31","1","","162","187","25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087558708&doi=10.1108%2fCR-12-2019-0163&partnerID=40&md5=e21634858a13f58d97dd046365ceef60","Purpose: This paper aims to contribute to the literature on human resources (HR) digitalization, specifically on HR analytics, disentangling the concept of analytics applied to HR and explaining the factors that hinder companies from moving to analytics. Therefore, the central research questions addressed in this study are: what does HR analytics encompass? What impedes the adoption of analytics in HR within organizations? Design/methodology/approach: The authors performed a comprehensive literature review on analytics as applied in HR. The authors relied on two of the major multidisciplinary publication databases (i.e. Scopus and WoS). A total of 64 manuscripts from 2010 to 2019 were content analyzed. Findings: The results reveal that there is an ongoing confusion on HR analytics conceptualization. Yet, it seems that there is an emerging consensus on what HR analytics encompasses. The authors have identified 14 different barriers for HR analytics adoption grouped into four categories, namely, data and models, software and technology, people and management. Grounding on them the authors propose a set of 14 key factors to help to successfully adopt HR Analytics in companies. Originality/value: This paper brings clarity over the conceptualization of HR analytics by offering a comprehensive definition. Additionally, it facilitates business and HR leaders in making informed decisions on adopting and implementing HR analytics. Moreover, it assists HR researchers in positioning their paper more explicitly in current debates and encouraging them to develop some future avenues of research departing from some questions posed. © 2020, Emerald Publishing Limited.","Adoption barriers; Digitalization; HR analytics; People analytics; Talent analytics; Workforce analytics",""
"Gaur B.; Riaz S.","Gaur, Bhawna (57210414045); Riaz, Sadia (42661999300)","57210414045; 42661999300","A Two-Tier Solution to Converge People Analytics into HR Practices","2019","2019 4th International Conference on Information Systems and Computer Networks, ISCON 2019","","","9036312","167","173","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082995345&doi=10.1109%2fISCON47742.2019.9036312&partnerID=40&md5=5a62cc49e657dbddee2fbe74d251ae1f","Last few years have seen an overwhelming increase in the application of People Analytics, as an HR practice globally. Organizations have formed specialized teams and software companies, are designing newest predictive systems to help HR with data extraction and understanding People Analytics. However, there are still a number of limitations reported in numerous studies, such as: data privacy and perception limitations hindering effective convergence of People Analytics into HR practices. This study holistically approaches the topic by critically reviewing and synthesizing the existing literature; by comparing region-wise business performance indicators to understand the role of People Analytics, performs content analysis on selected reports to identify perception level limitations of People Analytics, and finally generates correlated qualitative themes to address convergence limitations of People Analytics into HR practices. The study provides a Two-Tier solution validated through Content Analysis performed in the Nvivo. Data analysis shows emergence of two broad correlated themes-1) limitations at functional level and 2) limitations at normative (psychological) level. The study provides specific guidelines to HR practitioners and business researchers on how to overcome application limitations related to People Analytics within their organizations. © 2019 IEEE.","Artificial Intelligence; Content Analysis; Human Resource Management; MENA region; People Analytics","Artificial intelligence; Computer networks; Data privacy; Human resource management; Information systems; Information use; Business performance; Content analysis; Data extraction; Functional levels; MENA region; People Analytics; Predictive systems; Software company; Predictive analytics"
"Jiang Y.; Akdere M.","Jiang, Yeling (57222164024); Akdere, Mesut (56150131000)","57222164024; 56150131000","An operational conceptualization of human resource analytics: implications for in human resource development","2021","Industrial and Commercial Training","54","1","","183","200","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121315722&doi=10.1108%2fICT-04-2021-0028&partnerID=40&md5=c34ce3b2e66bc63811815a05df4b31c2","Purpose: The purpose of this paper is to examine the evolution of the concept of human resource analytics (HRA) and propose an operational framework demonstrating the sources generating data for HRA, as well as the impact of HRA on multiple levels in the organization. Design/methodology/approach: A review of literature was conducted to present the existing body of knowledge and build upon for the development of an operational framework for successful implementation of HRA as a human resources (HR) process. Findings: Building upon the existing literature, this paper presents an operational HRA framework, positioning HRA as an analytical process through integrating advanced statistical methodology. HRA presents a tool to obtain evidence-based analytical results for improving people-related performance, operational effectiveness, and ultimately the impact of the business strategy. By using HR big data, HRA impacts multiple organizational levels, from individual employees to HR functions and the organizational strategy. Practical implications: While research on data analytics has recently flourished across various management fields, this has not been the case for the broader field of HR. This is especially a growing concern as the lack of understanding of the basics and fundamentals of people analytics in the field of HR may delay the effective implementation and operationalization of HRA and present additional barriers impacting on-going HR activities, as well as HR’s role as a strategic business partner. HR practice may greatly benefit from gaining an understanding of HRA and the multi-levels of impact it may have on the organization. Originality/value: This paper explores various concepts related to HRA by examining terms such as “HR metrics” vs “HR” and “HR big data” vs “big data.” Furthermore, the comprehensive HRA operational framework presented in this paper provides HR professionals and researchers with a better understanding of HRA in the age of data analytics and artificial intelligence. © 2021, Emerald Publishing Limited.","Data analytics; Human resource analytics; People analytics",""
"","","","5th Summer School on Grand Timely Topics in Software Engineering, GTTSE 2015","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10223 LNCS","","","1","234","233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025171289&partnerID=40&md5=8e0a29565ff8d3defc057e5bd6511c2d","The proceedings contain 10 papers. The special focus in this conference is on Grand Timely Topics in Software Engineering. The topics include: Probabilistic program analysis; how ontologies can help in software engineering; empirical, human-centered evaluation of programming and programming language constructs; a case study in programming self reconfigurable robots; people analytics in software development; structured program generation techniques; refactoring tools and their kin; implementing a linear algebra approach to data processing and a scala framework for experiments in trace-based JIT compilation.","",""
"Ryan J.C.","Ryan, James C. (35105806000)","35105806000","Retaining, resigning and firing: bibliometrics as a people analytics tool for examining research performance outcomes and faculty turnover","2020","Personnel Review","50","5","","1316","1335","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093927134&doi=10.1108%2fPR-12-2019-0676&partnerID=40&md5=23e04a8c32d566ca6ed45399cae3030b","Purpose: The purpose of this paper is to shed light on the use of bibliometric indicators as a people analytics tool for examining research performance outcome differences in faculty mobility and turnover. Design/methodology/approach: Employing bibliometric information from research databases, the publication, citations, h-index and newly developed individual annualized h-index (hIa-index) for a sample of university faculty is examined (N = 684). Information relating to turnover decisions from a human resource (HR) information system and bibliometric data from a research database are combined to explore research performance differences across cohorts of retained, resigned or terminated faculty over a five-year period in a single university. Findings: Analysis of variance (ANOVA) results indicate traditional bibliometric indicators of h-index, publication count and citation count which are limited in their ability to identify performance differences between employment status cohorts. Results do show some promise for the newly developed hIa-index, as it is found to be significantly lower for terminated faculty (p < 0.001), as compared to both retained and resigned faculty. Multinomial logistic regression analysis also confirms the hIa metric as a predictor of terminated employment status. Research limitations/implications: First, the results imply that the hIa-index, which controls for career length and elements of coauthorship is a superior bibliometric indicator for comparison of research performance. Practical implications: Results suggest that the hIa metric may serve as a useful tool for the examination of employment decisions for universities. It also highlights the potential usefulness of bibliometric indicators for people analytics and the examination of employment decisions, performance management and faculty turnover in research-intensive higher education contexts. Originality/value: This empirical paper is entirely unique. No research has previously examined the issue of turnover in a university setting using the bibliometric measures employed here. This is a first example of the potential use of hIa bibliometric index as an HR analytics tool for the examination of HR decisions such as employee turnover in the university context. © 2020, Emerald Publishing Limited.","Faculty mobility; Faculty termination; h-index; hIa; HR analytics",""
"De Stefano V.","De Stefano, Valerio (56347949000)","56347949000","Algorithmic Bosses and What to Do About Them: Automation, Artificial Intelligence and Labour Protection","2020","Studies in Systems, Decision and Control","288","","","65","86","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086131732&doi=10.1007%2f978-3-030-45340-4_7&partnerID=40&md5=5b9adb6fb523789c7a03244021ca6b80","This paper aims at filling some gaps in the mainstream debate on automation and the future of work. This debate has concentrated, so far, on how many jobs will be lost as a consequence of technological innovation. This paper examines instead issues related to the quality of jobs in future labour markets. It addresses the detrimental effects on workers of awarding legal capacity and rights and obligation to robots. It examines the implications of practices such as People Analytics and the use of big data and artificial intelligence to manage the workforce. It stresses on an oft-neglected feature of the contract of employment, namely the fact that it vests the employer with authority and managerial prerogatives over workers. It points out that a vital function of labour law is to limit these authority and prerogatives to protect the human dignity of workers. It then highlights the benefits of human-rights based approaches to labour regulation to protect workers’ privacy against invasive electronic monitoring. It concludes by highlighting the crucial role of collective regulation and social partners in governing automation and the impact of technology at the workplace. It stresses that collective dismissal regulation and the involvement of workers’ representatives in managing and preventing job losses is crucial and that collective actors should actively participate in the governance of technology-enhanced management systems, to ensure a vital “human-in-command” approach. © 2020, Springer Nature Switzerland AG.","Artificial intelligence; Labour Law; Management-by-algorithm; People analytics; Workplace surveillance",""
"Singh T.; Malhotra S.","Singh, Tilottama (57369957700); Malhotra, Snigdha (57214474043)","57369957700; 57214474043","Workforce analytics: Increasing managerial efficiency in human resource","2020","International Journal of Scientific and Technology Research","9","1","","3260","3266","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078732809&partnerID=40&md5=ed78adc5c489b10eadc59bcfdf002089","Human resource management deals with issues related to the efficiency and effectiveness of the organization by strategically focusing upon the optimum utilization of the employees which shall result in profits not only for the organization but for its employees as well. Workforce analytics combines, the need for analyzing the human resource aptly and an adequate software that can provide us with sufficient insights to make fruitful decisions. Proper workforce planning through the usage of workforce analytics can lead to detailed evaluation of the abilities of the human resource, thereby resulting in a productive way of utilizing the abilities. Workforce analytics further enhances the productivity of the firm by identifying occasions, on which the workforce management proves to be inconsistent in terms of its processes, methodology or strategies. Workforce analytics falls under “People Analytics”, which is also referred to as HR Analytics. People Analytics combines data related to human resource from different sources, works on its accurate implementation and finding dependable and authentic results. The technology has become more reliable and enlightening in the recent years. Workforce Analytics is an emerging trend in HR. Along with it comes a set of challenges and opportunities, which demand to be understood before the trend could be turned into a fashion. The paper studies various aspects of Workforce Analytics and the need for it. As organizations grow, there HR grows too. The crucial role that the HR plays is being recognized and therefore the need to analyze it to improve the work performance has emerged. The paper also highlights the key elements that must be included for successful functioning of workforce analytics. The various elements include, flexibility, adaptability, usability, that are essential to the accomplishment of workforce analytics. The paper identifies the role of technology in the working of the software. The hitches that the organization faces can be overcome only if the software is supported by efficient technology. There are various reasons like scattered data, security, precision, etc. owing to which the role of an efficient as well as cost effective technology has magnified. The paper sheds light on such challenges that prove to be a main cause for the “strong popularity and steady growth” of workforce analytics. Since its new to the HR culture, the requirement to make individuals understand its essence and importance prevails. The organizations need to work towards creating an environment which accepts and uses the analytics, further implying the results upon their working style and ethic. The importance of communication within the organization has been brought into the lime light here. The need to bring the employees at ease with the software, to train them to use it well, and extracting the advantages out of it, are all things that can be put into practice if only strong communication flows through the organization. The advantages that it provides the organization with, are immense. Highlighting the advantages, the paper talks about how workforce analytics is not just useful for analyzing and studying the previous and the present outcomes, but it has a wider concept to it. The paper also proposes a workforce analytics model with major steps. The paper examines the advantages and the scope of putting Workforce Analytics and its tools to use. Analytics is widely used in the fields of marketing, sales, finance, investments etc, while in the field of human resource it is still taking its time. The growing awareness of its advantages is resulting in its gradual acceptance and adoption. Companies have begun hiring analytics professionals, and the rate at which they are doing so is a strong and positive indication of how well the organizations have received the concept of workforce analytics. The scope of workforce analytics is grand and the opportunities that lie ahead are great to exploit. The growing pace of how eager organizations are to utilize their human resource to its best capacity is giving rise to relentless competition among organizations. This will certainly bring a new age of analytics into action. The scope is wide and the trend has just begun. © 2020 IJSTR.","A; Attrition; Human resource management; People analytics; Workforce analytics; Workforce management; Workforce planning",""
"Jamison F.","Jamison, Fiona (57484432700)","57484432700","People Analytics in Practice: Connecting Employee, Customer, and Operational Data to Create Evidence-Based Decision Making","2020","Springer Proceedings in Business and Economics","","","","223","228","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126096422&doi=10.1007%2f978-3-030-30967-1_20&partnerID=40&md5=831db5ecf15fb49a860d7f69741ac4f1","People analytics is a rapidly growing field and one that can be daunting for many HR professionals. The sophistication and capability of organizations vary considerably. Some organizations are just starting to get a handle on their data and improve its quality while others are on the cutting edge of predictive analytics. This paper outlines an analytics maturity model and various case studies sharing how organizations have moved from data to action. Examples will demonstrate how companies have embarked on a journey to connect data on employee attitudes, customer loyalty and satisfaction, operations, and financial performance to make more informed evidence-based business decisions. © 2020, Springer Nature Switzerland AG.","Decision making; Human capital; Operational data; People analytics",""
"van den Heuvel S.; Bondarouk T.","van den Heuvel, Sjoerd (29967561700); Bondarouk, Tanya (12762717700)","29967561700; 12762717700","The rise (and fall?) of HR analytics: A study into the future application, value, structure, and system support","2017","Journal of Organizational Effectiveness","4","2","","157","178","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029862792&doi=10.1108%2fJOEPP-03-2017-0022&partnerID=40&md5=7e39f99526bc2931abef07831c6859ab","Purpose: Driven by the rapidly accelerating pace of technology-enabled developments within human resource management (HRM), human resource (HR) analytics is infiltrating the research and business agenda. As one of the first in its field, the purpose of this paper is to explore what the future of HR analytics might look like. Design/methodology/approach: Using a sample of 20 practitioners of HR analytics, based in 11 large Dutch organizations, the authors investigated what the application, value, structure, and system support of HR analytics might look like in 2025. Findings: The findings suggest that, by 2025, HR analytics will have become an established discipline, will have a proven impact on business outcomes, and will have a strong influence in operational and strategic decision making. Furthermore, the development of HR analytics will be characterized by integration, with data and IT infrastructure integrated across disciplines and even across organizational boundaries. Moreover, the HR analytics function may very well be subsumed in a central analytics function – transcending individual disciplines such as marketing, finance, and HRM. Practical implications: The results of the research imply that HR analytics, as a separate function, department, or team, may very well cease to exist, even before it reaches maturity. Originality/value: Empirical research on HR analytics is scarce, and studies on scenarios, values, and structures of expected developments in HR analytics are non-existent. This research intends to contribute to a better understanding of the development of HR analytics, to facilitate business and HR leaders in taking informed decisions on investing in the further development of the HR analytics discipline. Such investments may lead to an enhanced HR analytics capability within organizations, and cultivate the fact-based and data-driven culture that many organizations and leaders try to pursue. © 2017, 2017, Emerald Publishing Limited.","HR analytics; People analytics; Workforce analytics",""
"Moore P.V.","Moore, Phoebe V. (55011765500)","55011765500","The quantified self in precarity: Work, technology and what counts","2017","The Quantified Self in Precarity: Work, Technology and What Counts","","","","1","234","233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044884522&doi=10.4324%2f9781315561523&partnerID=40&md5=e3bbc4785f9f9c4eacf5b07303b67baa","Humans are accustomed to being tool bearers, but what happens when machines become tool bearers, calculating human labour via the use of big data and people analytics by metrics? The Quantified Self in Precarity highlights how, whether it be in insecure 'gig' work or office work, such digitalisation is not an inevitable process-nor is it one that necessarily improves working conditions. Indeed, through unique research and empirical data, Moore demonstrates how workplace quantification leads to high turnover rates, workplace rationalisation and worker stress and anxiety, with these issues linked to increased rates of subjective and objective precarity. Scientific management asked us to be efficient. Now, we are asked to be agile. But what does this mean for the everyday lives we lead? With a fresh perspective on how technology and the use of technology for management and self-management changes the 'quantified', precarious workplace today, The Quantified Self in Precarity will appeal to undergraduate and postgraduate students interested in fields such as Science and Technology, Organisation Management, Sociology and Politics. © 2018 Phoebe V. Moore. All rights reserved.","",""
"Wang N.; Katsamakas E.","Wang, Nan (57210636161); Katsamakas, Evangelos (22985533000)","57210636161; 22985533000","A recommendation system for people analytics","2021","International Journal of Business Intelligence Research","12","2","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113141518&doi=10.4018%2fIJBIR.20210701.oa4&partnerID=40&md5=cb3a47962d97fc8b680efd8628bc3570","Companies seek to leverage data and people analytics to maximize the business value of their talent. This article proposes a recommendation system for personalized workload assignment in the context of people analytics. The article describes the system, which follows a novel two-level hybrid architecture. The authors evaluate the system performance in a series of computational experiments and discuss future extensions. Overall, the proposed system could create significant business value as a decision support system that could help managers make better decisions. The article demonstrates how computational and machine learning approaches can complement humans in improving the performance of organizations. © 2021 IGI Global. All rights reserved.","Collaborative Filtering; Data Science; Decision Support System; Network Analysis; People Analytics; Recommendaton System; Software Development; Talent Analytics; Workload Assignment",""
