Source,Abstract
w,"Connected medicine, using smart (software based and networked) medical devices is frequently presented as the major disruptive trend in health care. Such devices will however be broadly used only if they are prescribed by the hospitals as a part of a therapy and are reimbursed by the insurances. For this we need the proof of their safety, medical efficacy and economic efficiency. Aside of obligatory clinical trials we need an extensive system of post-market surveillance, because: a medical device is a part of a complex cyber-physical system, with humans in the loop/the environment cannot be sufficiently defined/humans react differently to the therapy, they also behave differently / after every software upgrade the device is not the same as before In their operation such devices generate huge amounts of data that can be reused for such analysis. Technically oriented people believe it can be done using a Big Data Analytics system without a deeper understanding of the underlying processes. It is doubtful if such approach can deliver useful results. The main problems seem to be: unbalanced cohort/various patient groups with various preferences/multiple quality parameters (basic algorithm, signal propagation, battery, security and privacy, obtrusiveness, etc.)/multiple variants (operating modes, device settings)/variability of the device and of the environment. When we transform data into actionable knowledge, especially if the generated decisions influence human health, utmost care has to be applied. The goal of this paper is to present the complexity of the problem, warn against hasty, purely technical solutions, raise interest among specialists in health statistics and ignite an interdisciplinary cooperation to solve it."
w,"The emergence of digitized health and physical education, or 'eHPE', embeds software algorithms in the organization of health and physical education pedagogies. Particularly with the emergence of wearable and mobile activity trackers, biosensors and personal analytics apps, algorithmic processes have an increasingly powerful part to play in how people learn about their own bodies and health. This article specifically considers the ways in which algorithms are converging with eHPE through the emergence of new health-tracking and biophysical data technologies designed for use in educational settings. The first half of the article provides a conceptual account of how algorithms 'do things' in the social world, and considers how algorithms are interwoven with practices of health tracking. In the second half, three key issues are articulated for further exploration: (1) health tracking as a 'biopedagogy' of bodily optimization based on data-led and algorithmically mediated understandings of the body; (2) health tracking as a form of pleasurable self-surveillance utilizing data analytics technologies to predict future bodily probabilities and (3) the ways that health-tracking produces a body encased in an 'algorithmic skin', connected to a wider 'networked cognitive system'. These developments and issues suggest the need for greater attention to how algorithmic systems are embedded in emerging eHPE technologies and pedagogies."
w,"Nowadays, the technology surrounds every corner of our lives and produces a huge amount of data about people and things' behaviours. This leads to a new sector of data analytics and decision making known as Big Data analytics era. In that era, the Internet of things (IoT) and the wireless sensor networks (WSNs) play a vital role and allow to monitor a wide number of applications, zones and environments. However, the limited resources of devices along with the redundancy among collected data makes big data collection is a major challenge for such networks. In this paper, we propose a distributed round-based prediction model dedicated to hierarchical large-scale sensor networks. First, we divide the network lifetime into a set of rounds where each round consists of several periods. At each round, each sensor collects data for some periods of the round then it sends them to the next node then, it enters into sleep mode for the other periods of the round. Upon receiving the data from each sensor, the sink uses a prediction model based on the long short-term memory (LSTM) time series in order to expect sensor data during the sleeping mode. We applied our approach on real sensor data while the obtained results show its relevance in terms of reducing data transmission and saving network lifetime."
w,"The amount of cybersecurity-related information is extraordinarily increasing, given the fast-growing number of cybersecurity attacks and the significant influence brought by them. How to efficiently obtain and precisely understand the relevant knowledge in the sea of information on cybersecurity becomes a challenge. In this article, we propose an innovative cybersecurity retrieval scheme that supports automatic indexing and searching of cybersecurity information based on semantic contents and hidden metadata. The proposed scheme leverages a customized neural model that incorporates new linguistic features and word embedding by identifying the entities related to cybersecurity incidents from the text. We implement a novel cybersecurity search engine to demonstrate effective, understandable and pragmatic cybersecurity information retrieval based on the proposed schema. Comprehensive performance evaluation over real-world datasets has been conducted to validate the new algorithms and techniques developed for cybersecurity information retrieval. The new engine makes it possible to conduct augmented search, cybersecurity analytics, and visualization, with the ultimate goal of providing direct and efficient results to help people obtain and truly understand cybersecurity information."
w,"Pregnant people with coronavirus disease 2019 (COVID-19) have a higher risk of adverse maternal and fetal outcomes compared with pregnant people without COVID-19. In 2021, large increases in maternal mortality were reported in Jamaica, almost half of which were attributable to COVID-19. COVID-19 vaccination has been shown to reduce these risks, but low-and middle-income countries lack free, publicly available data, known as open data, on COVID-19 vaccine uptake for their pregnant populations. The objectives of this paper were to: review how high-income countries use open data to detect trends in COVID-19 vaccine uptake among pregnant people and develop vaccination distribution strategies; outline barriers to making open data available for maternal COVID-19 vaccination in the Caribbean; and propose a multipronged strategy that would increase the availability of open data on maternal COVID-19 vaccination in the Caribbean. A multipronged strategy to fill the data void would involve: (i) utilizing existing Caribbean maternal immunization data collection entities; (ii) adapting digital software tools to establish maternal electronic immunization registries; and (iii) collaborating with local partners skilled in data analytics. Making open data available for COVID-19 vaccine uptake among pregnant people in the Caribbean could offer substantial benefits, including the development of measurable maternal COVID-19 vaccination goals and the facilitation of vaccine decision-making discussions between providers and pregnant people."
w,"Recently, enterprises and governments invested aggressively in big data analytics because it is truly representative of popular opinion based on millions of people. Despite bringing new opportunities, big data encounters the challenges such as extremely large number of observations (e.g., millions of transactions), high dimensionality (e.g., thousands of items), and immediate response. Taking big data into consideration, the conventional association analysis is frustrated by the extraction of patterns information. Specifically, the computational complexity of frequent itemsets mining increases exponentially by the number of items, which has been proven to be an NP-Complete problem. Although many studies used a pruning-patterns strategy to reduce the complexity, it probably distorts the shape of data and incurs inaccurate result. In this paper, we introduce relative patterns discovery (named RPD) that explores the same patterns between each two observations. To show that RPD is a pragmatic solution toward big data analytics, we design a scalable outlier detection method (named SOD) based on the concept of RPD. Particularly, SOD can score the anomaly without enumerate all the relative patterns. The empirical investigations, conducted with various real-world datasets, demonstrate that SOD performs well even in the environment of large number of observations and high dimensionality."
w,"Recently, a new window to explore tweet data has been opened in TExVis tool through visualizing the relations between the frequent keywords. However, timeline exploration of tweet data, not present in TExVis, could play a critical factor in understanding the changes in people's feedback and reaction over time. Targeting this, we present our visual analytics tool, called TEVisE. It uses an enhanced adjacency matrix diagram to overcome the cluttering problem in TExVis and visualizes the evolution of frequent keywords and the relations between these keywords over time. We conducted two user studies to find answers of our two formulated research questions. In the first user study, we focused on evaluating the used visualization layouts in both tools from the perspectives of common usability metrics and cognitive load theory. We found better accuracy in our TEVisE tool for tasks related to reading exploring relations between frequent keywords. In the second study, we collected users' feedback towards exploring the summary view and the new timeline evolution view inside TEVisE. In the second study, we collected users' feedback towards exploring the summary view and the new timeline evolution view inside TEVisE. We found that participants preferred both view, one to get overall glance while the other to get the trends changes over time."
w,"This study focuses in urban spaces such as Manila Philippines where urban locations have experienced intense flooding which leads to loss or damage of properties, destruction of homes or suspension of classes. In this point, although flood risk cannot be totally eliminated, this research will be instrumental in flood forecasting as a key tool in flood warning which can provide adequate lead time for the public to play down flood casualties. The purpose of this research is to design an application that will provide flood hazard in the next 2 to 4 hours base from users selected locations and GPS locations, using the source data from PAGASA's hourly forecast, the system transforms the data into a notification warning via Android Application. A Rapid Application Development Prototyping was utilized by the researcher as a model during the development of the study. It used a total population purposive sampling in the evaluation performance of the system. Furthermore, the developed system was scored with a mean of 4.94 which exhibits that the respondents strongly agree with the capabilities of the developed system. It was then concluded that the developed system was able to supply Flood Hazard Analytics for Urban Spaces to guide the local government, and the Filipino people to spot possible flood behavior in a given location."
w,"Mobile phones, sensors, patients, hospitals, researchers, providers and organizations are nowadays generating huge amounts of healthcare data. The real challenge in healthcare systems is how to find, collect, analyze and manage information to make people's lives healthier and easier, by contributing not only to understand new diseases and therapies but also to predict outcomes at earlier stages and make real-time decisions. In this paper, we explain the potential benefits of big data to healthcare and explore how it improves treatment and empowers patients, providers and researchers. We also describe the ability of reality mining in collecting large amounts of data to understand people's habits, detect and predict outcomes, and illustrate the benefits of big data analytics through five effective new pathways that could be adopted to promote patients' health, enhance medicine, reduce cost and improve healthcare value and quality. We cover some big data solutions in healthcare and we shed light on implementations, such as Electronic Healthcare Record (HER) and Electronic Healthcare Predictive Analytics (e-HPA) in US hospitals. Furthermore, we complete the picture by highlighting some challenges that big data analytics faces in healthcare."
w,"In this work, we present an ongoing, three year project funded by the Advanced Research Project Agency (ARPA-E) to develop an infrastructure to accelerate the development and deployment of artificial intelligence solutions for the electric grid. The project addresses the critical issues that we have identified as hampering the deployment of AI on electric grid measurements. These issues have stymied the potential for insight from high resolution grid measurements and generally hindered artificial intelligence innovation in the utility industry. The project consists of three main components. The first is the deployment of a diverse set of grid sensors to capture a variety of grid behaviour, both from the field and in simulation. The second is the deployment of a highly performant, scalable, cloud-based data management and AI platform designed for time series data to enable the easy storage, processing and analysis of grid sensor data. The third is the cultivation of an open research community of experts around the platform and data through useful educational material, code and data sharing, and data science competitions. Overall, the project will accelerate the development of analytics, machine learning, and AI by addressing existing gaps in data, tools, and people, with the aim of improving the electric grid."
w,"Data Analytics and Machine Learning have become an integral part of everyone's daily life. Most software and intelligent systems use these technologies either to make predictions or to take informed actions. However, Machine Learning and Data Analytics are not easy to make use of for regular users, especially for people who do not belong to the Computer Science domain, as it requires a lot of coding knowledge and expertise in Mathematics. To avoid the steep learning curve, the implementation proposes using Analytics as a Service. Though this has been implemented before by industry stalwarts such as Microsoft, Amazon and Google, these services are still very complex to use. They are paid services and require prior Machine Learning knowledge. The Service is relatively easy to use, and requires no prior knowledge of Machine Learning or Data Analytics. The user has to upload a dataset and choose the variable that has to be predicted, the system builds a model and provide it as a ReST based API, which can be called from any device or software that is connected to the internet. This paper is mainly aimed at aiding students and staff in integrating Machine Learning based intelligence into their software and devices, and in performing Data Analytics."
w,"The use of biometrics such as fingerprints, voices, and images are becoming increasingly more ubiquitous through people's daily lives, in applications ranging from authentication, identification, to much more sophisticated analytics, thanks to the recent rapid advances in both the sensing hardware technologies and machine learning techniques. While providing improved user experiences and better business insights, the use of biometrics has raised serious privacy concerns, due to their intrinsic sensitive nature and the accompanying high risk of leaking personally identifiable and private information. In this paper, we propose a novel utility-preserving biometric anonymization framework, which provides a method to anonymize a biometric dataset without introducing artificial or external noise, with a process that retains features relevant for downstream machine learning-based analyses to extract interesting attributes that are valuable to relevant services, businesses, and research organizations. We carried out a thorough experimental evaluation using publicly available visual and vocal datasets. Results show that our proposed framework can achieve a high level of anonymization, while at the same time retain underlying data utility such that subsequent analyses on the anonymized biometric data could still be carried out to yield satisfactory accuracy."
w,"The success of live comedy depends on a performer's ability to work an audience. Ethnographic studies suggest that this involves the co-ordinated use of subtle social signals such as body orientation, gesture, gaze by both performers and audience members. Robots provide a unique opportunity to test the effects of these signals experimentally. Using a life-size humanoid robot, programmed to perform a standup comedy routine, we manipulated the robot's patterns of gesture and gaze and examined their effects on the real-time responses of a live audience. The strength and type of responses were captured using SHORETNA computer vision analytics. The results highlight the complex, reciprocal social dynamics of performer and audience behavior. People respond more positively when the robot looks at them, negatively when it looks away and performative gestures also contribute to different patterns of audience response. This demonstrates how the responses of individual audience members depend on the specific interaction they're having with the performer. This work provides insights into how to design more effective, more socially engaging forms of robot interaction that can be used in a variety of service contexts."
w,"Background: This study practices the priorities of the World Economic Forum, Global Social Mobility Pillars 10th for the inclusive institutions. Global logistics discussed with accessibility needs in theoretical frameworks of Global Social Mobility Index (rankings for 2020 Turkey 64th, and Poland 30th). It is stated with sociological, technological, and economical improvements in line with on the global agenda. Methods: This article provides a data research, which considers the economic effects of Covid-19 for adults (>= 18 years of age and employed with high digital literacy) during lockdown. Theory of main synthesis is targeting UN Development Goals and WEF's Social Mobility Index. It is developed based on international literature and it is defined with total 100 Turkish people opinions and connected individual's budget with the logistics services. Results: Digital technologies as an enabler of inclusive work are delivering the digital flow with Industry 4.0 by changing the way of logistic services function into another virtual transportation platform. In this paper, with the aim of identifying future directions, more than 100 surveys reviewed focusing on inclusive workplace options. Conclusion: Economies with greater social mobility provide more opportunities with the content of the accessible procedures which useful instrument for each procurement mode; operational, tactical, and strategic. It confirms the efficiency, effectiveness, and experiences of people with the digitalization technologies (SIoV, IoT, Blockchain, RPA, AI, Data Analytics, etc.) It is recommended that the levels explained in this study contribute to future studies by accessible supply chain with inclusive work procedures."
w,"Background: Health promotion interventions on social networking sites can communicate individually tailored content to a large audience. User-generated content helps to maximize engagement, but health promotion websites have had variable success in supporting user engagement. Objective: The aim of our study was to examine which elements of moderator and participant behavior stimulated and maintained interaction with a sexual health promotion site on Facebook. Methods: We examined the pattern and content of posts on a Facebook page. Google analytics was used to describe the number of people using the page and viewing patterns. A qualitative, thematic approach was used to analyze content. Results: During the study period (January 18, 2010, to June 27, 2010), 576 users interacted 888 times with the site through 508 posts and 380 comments with 93% of content generated by users. The user-generated conversation continued while new participants were driven to the site by advertising, but interaction with the site ceased rapidly after the advertising stopped. Conversations covered key issues on chlamydia and chlamydia testing. Users endorsed testing, celebrated their negative results, and modified and questioned key messages. There was variation in user approach to the site from sharing of personal experience and requesting help to joking about sexually transmitted infection. The moderator voice was reactive, unengaged, tolerant, simplistic, and was professional in tone. There was no change in the moderator approach throughout the period studied. Conclusions: Our findings suggest this health promotion site provided a space for single user posts but not a self-sustaining conversation. Possible explanations for this include little new content from the moderator, a definition of content too narrow to hold the interest of participants, and limited responsiveness to user needs. Implications for health promotion practice include the need to consider a life cycle approach to online community development for health promotion and the need for a developing moderator strategy to reflect this. This strategy should reflect two facets of moderation for online health promotion interventions: (1) unengaged and professional oversight to provide a safe space for discussion and to maintain information quality, and (2) a more engaged and interactive presence designed to maintain interest that generates new material for discussion and is responsive to user requests."
w,"Background: Finding Your Way is a culturally adapted shared decision making (SDM) resource for Aboriginal (First Nations) people of Australia. It integrates the Eight Ways of Aboriginal Learning (8 Ways) and was created by Aboriginal health workers and community members in New South Wales (NSW), Australia. Objective: To explore the perceived acceptability, usability, and feasibility of Finding Your Way as a SDM resource for Aboriginal people making health and wellbeing decisions. Methods: The web-based resources were disseminated using social media, professional networks, publications, and the 'Koori grapevine'. Thirteen 'champions' also promoted the resources. An online questionnaire was available on the website for three months. Framework analysis determined early indications of its acceptability, usability, and feasibility. Web and social media analytics were also analysed. Partnership with and leadership by Aboriginal people was integrated at all phases of the project. Results: The main landing page was accessed 5219 times by 4259 users. 132 users completed the questionnaire. The non-linear and visual aspects of the resources 'speak to mob' and identified with Aboriginal culture. The inclusion of social and emotional well-being, and the holistic approach were well received by the small number of users who opted to provide feedback. They suggested that non-digital formats and guidance on the resources are required to support use in clinical practice. Conclusion: The 8 Ways enabled the development of a culturally safe SDM resource for Aboriginal people, which was well received by users who took the time to provide feedback after a brief dissemination process. Additional accessible formats, practice guides and training are required to support uptake in clinical practice. Practice implications: Finding Your Way could be used to help improve experiences, health literacy, decision making quality and outcomes of healthcare for Aboriginal Australians."
w,"Visualization is an inherently interdisciplinary research area: visualization researchers are always visualizing other people's data. While recent trends in the field has turned toward a more inclusive audience, particularly within the topic of visualization for the masses, the traditional user group for our tools have been the domain expert: people who are experts in a specific professional domain where they want to apply visualization and analytics, but who often lack high literacy, training, and motivation in visualization and visual analytics. Such domain experts want to opportunistically reap the benefits of visualization, but have no patience for long training, poor interaction or visual design, or complex displays. While domain experts are a familiar user group, surprisingly little effort has been devoted towards characterizing them for both design and evaluation purposes. To help the visualization community better understand this specific group, in this paper, we describe the characteristics of domain experts, discuss existing examples designed for them, and propose possible guidelines to facilitate the design process. We believe this discussion will help visualization researchers better understand this group and uncover more research opportunities."
w,"Background: The OneTouch Verio Flex (R) (OTVF) blood glucose (BG) meter features a ColorSure (R) Range Indicator. Diabetes management is enhanced by connecting the meter to the OneTouch Reveal (R) (OTR) mobile app. We sought to provide real-world evidence (RWE) that combining both devices improves glycemic control. Methods: Anonymized glucose and app analytics were extracted from a server from over 144 000 people with diabetes (PWDs). Data from their first 14 days using OTVF and OTR were compared with 14 days prior to 90- and 180-day timepoints using paired within-subject differences. Results: In people with type 1 diabetes (PwT1D) or people with type 2 diabetes (PwT2D), readings in-range (RIR) improved by +6.1 (54.5% to 60.6%) and +11.9 percentage points (68.2% to 80.1%), respectively, over 180 days, and hyperglycemia was reduced by -6.6 (40.5% to 33.9%) and -12.0 (30.3% to 18.3%). In total, 35% of PwT1D and 40% of PwT2D improved RIR by >10 percentage points. People with type 1 diabetes spending two to four sessions or 10 to 20 minutes per week on the app improved RIR by +5.1 and 7.0, respectively. People with type 2 diabetes spending two to four sessions or 10 to 20 minutes per week on the app improved RIR by +11.6 and 12.0, respectively. In PwT1D or PwT2D, mean BG reduced by -11.4 and -19.5 mg/dL, respectively, from baseline to 180 days, with no clinically meaningful changes in percentage of hypoglycemic readings. All glycemic changes were statistically significant (P < .0005 level). Conclusion: Real-world data from over 144 000 PWDs demonstrated improved percentage readings in-range and reduced hyperglycemia in PWDs using the OneTouch Verio Flex blood glucose meter and OneTouch Reveal app."
w,"In the era of fake news, arguing has become all the more relevant, because, with the support of digital technologies, it is possible to set up powerful scenarios to confuse people, denigrate, insult, exclude, especially in environments of political and ideological dispute (Pacchioni, 2018). Digital analytics, one of the last most incisive digital leaps (Gerrish & Scott, 2018), capable of combining underlying behavioral patterns in depths that go into the unconscious and thereby influence the unconscious (Schneider, 2019), allows for the manipulation of referenda, elections, public opinion, political campaigns, sending messages ingeniously targeted to precisely reach the victims (Russell, 2019). This obscure capacity, made easier by the access to big data, is present in surveillance technologies that have rapidly evolved to combat terrorism (especially after the 9/11 event), becoming more terrorist than terrorism tactics! (Zuboff, 2019. Means, 2018). There is an intention in technologies to penetrate people's minds, not directly (it is impossible, at least for now), but via recurring patterns of thinking, to the point where it is possible to present what they want to hear, which, among other things, makes ads all the more fatal (Wu, 2016)."
w,"We are entering an era in which online personalities and personas will grow faster and faster. People are tending to use the Internet, and social media especially, more frequently and for a wider variety of purposes. In parallel, a number of cultural spaces have already decided to invest in marketing and message spreading through the web and the media. Growing their audience, or locating the appropriate group of people to share their information, remains a tedious task within the chaotic environment of the Internet. The investment is mainly financial-usually large-and directed to advertisements. Still, there is much space for research and investment in analytics that can provide evidence considering the spreading of the word and finding groups of people interested in specific information or trending topics and influencers. In this paper, we present a part of a national project that aims to perform an analysis of Twitter's trending topics. The main scope of the analysis is to provide a basic ordering on the topics based on their importance. Based on this, we clarify how cultural institutions can benefit from such an analysis in order to empower their online presence."
w,"PurposeThe main purpose of this paper is to analyse the current literature situation in terms of relationships between Industry 4.0 and quality management and TQM. The author wanted to understand what topics and issues can be considered the most relevant referring to the so-called Quality 4.0, what the literature is missing opening avenues for further research.Design/methodology/approachThis research employed a systematic literature review. In total, 75 papers from different sources were reviewed using specific inclusion and exclusion criteria.FindingsFour categories of topics emerged, namely: creating value within the company through quality (big) data, analytics and artificial intelligence; developing Quality 4.0 skills and culture for quality people; customer value co-creation; cyber-physical systems and ERP for quality assurance and control. This paper also tried to understand if there is a definition of Quality 4.0 based on determined methods.Research limitations/implicationsSystematic literature review could have introduced some limitations in terms of the number and reliability of reviewed papers. Probably some interesting papers had been not intentionally missed.Practical implicationsConsultants and managers in developing and implementing their own Quality 4.0 models could use many practical and discussed implications concerning I4.0 technologies and quality management.Originality/valueThis is one of the first papers which employed the systematic literature review for researching Industry 4.0, quality management and TQM relationships."
w,"Sentiment is an important feature of natural language. It is used to understand semantic of texts and opinion of people. There are many practical applications, which require to extract sentiment from texts: advertising analytics, interactive chat bots, opinion mining Today, different supervised techniques are used to extract sentiment from texts which require large manually labeled datasets that are expensive and time consuming to build. Moreover, such datasets should cover vocabularies and patterns of use of different contexts. Additionally, the efficiency of supervised methods trained on a well-written texts can dramatically decrease on users' texts from social media due to typos, slang, short length of sentences. To solve these problems and to reduce human involvement, we propose semi-supervised sentiment analysis method based on topic modeling with Additive Regularization. To evaluate the efficiency of this method we applied it to several open-source datasets for which sentiment labels are available. The study shows promising results in terms of f1-score with minimal human involvement. (C) 2018 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by/nc-nd/3.0/) Peer-review under responsibility of the scientific committee of the 7th International Young Scientist Conference on Computational Science."
w,"This article explores the unique contribution that Foucault's work on genealogy and governmentality can make to the analysis of contemporary programs of government. The article uses an Australian study of the 'problem' of chronic illness to argue that this perspective offers valuable insights into how 'problems' such as chronic illness have become linked to advanced liberal discourses and practices of self-governing and self-responsibility. These insights are particularly valuable in fields such as primary health care that have a noted shortage of critical and reflective studies that explore the links between people and changing ideas of health and disease. This article details how taking up an analytics of governmentality and political genealogy informed by Foucault, facilitated the tracing of the dominant discourses and practices, and the connections to the day-to -day lives of the clients with chronic diseases. Importantly, this approach opened up a more critical consideration of the ways in which dispersed approaches to governing through programs, such as integrated care, shape and influence the lives of individuals. These dispersed ways of governing are not linear but rather unfold through ongoing relays, connections and the (re)production of discourses."
w,"Among the numerous implications of digitalization, the debate about 'big data' has gained momentum. The central idea capturing attention is that digital data represents the newest key asset organizations should use to gain a competitive edge. Data can be sold, matched with other data, mined, and used to make inferences about anything, from people's behavior to weather conditions. Particularly, what is known as 'big data analytics' -i.e. the modeling and analysis of big data-has become the capability which differentiates, from the rest of the market, the most successful companies. An entire business ecosystem has emerged around the digital data asset, and new types of companies, such as analytical competitors and analytical deputies, are proliferating as a result of the analysis of digital data. However, virtually absent from the big data debate is any mention of one of its constitutive mechanisms-that is, dataveillance. Dataveillance-which refers to the systematic monitoring of people or groups, by means of personal data systems in order to regulate or govern their behavior-sets the stage and reinforces the development of the data economy celebrated in the big data debate. This article aims to make visible the interdependence between dataveillance, big data and analytics by providing real examples of how companies collect, process, analyze and use data to achieve their business objectives."
w,"The Internet of Things confers seamless connectivity between people and objects, and its confluence with the Cloud improves our lives. Predictive analytics in the medical domain can help turn a reactive healthcare strategy into a proactive one, with advanced artificial intelligence and machine learning approaches permeating the healthcare industry. As the subfield of ML, deep learning possesses the transformative potential for accurately analysing vast data at exceptional speeds, eliciting intelligent insights, and efficiently solving intricate issues. The accurate and timely prediction of diseases is crucial in ensuring preventive care alongside early intervention for people at risk. With the widespread adoption of electronic clinical records, creating prediction models with enhanced accuracy is key to harnessing recurrent neural network variants of deep learning possessing the ability to manage sequential time-series data. The proposed system acquires data from IoT devices, and the electronic clinical data stored on the cloud pertaining to patient history are subjected to predictive analytics. The smart healthcare system for monitoring and accurately predicting heart disease risk built around Bi-LSTM (bidirectional long short-term memory) showcases an accuracy of 98.86%, a precision of 98.9%, a sensitivity of 98.8%, a specificity of 98.89%, and an F-measure of 98.86%, which are much better than the existing smart heart disease prediction systems."
w,"In this study, the phenomenon of professional ethnocentrism has been tried to be conceptualized. In this direction, a research has been designed on what professional ethnocentrism is, what its indicators are, what its causes and reflections are, and what should be done to reduce it. The study group consisted of 29 people from different health professional groups. In-depth interviews were conducted with the participants about the phenomenon through semi -structured forms and phenomenology was preferred from qualitative research designs. During the analysis of the data, the MAXQDA 18 Pro Analytics Program was used. As a result of the research, it is seen that people have an ethnocentric tendency towards other professions due to the fact that they see their own professional group or the field in which they specialize in a central position. In this context, it has been determined that the phenomenon of professional ethnocentrism evokes a negative situation in the mind and is common among health professional groups. In this sense, it was concluded that professional ethnocentrism has indicators such as negative attitudes and behaviors, change in communication style, and its causes can be addressed at personal, familial, organizational, professional and macro levels. As a result of occupational ethnocentrism, the individual, professional, organization and health system may be damaged."
w,"In the development of the nation agriculture plays a significant role. IoT technology helps gather knowledge about environments such as wind, precipitation, temperature, and soil fertility. IoT allows farmers to get connected to their farm from anywhere at any time. Difficulty regarding agriculture has been always hampered; slow down the development of the country. These patterns benefit people in many respects, such as analysis using IoT and artificial intelligence, data sharing, and analytics in an unparalleled way. In this paper, we review IoT implementation in monitoring the environmental conditions of the crops and farms in various agriculture sectors. Additional IoT monitoring, control, and optimization functionality may be used to remotely monitor the control systems or actuators attached to the microcontrollers to ensure that the crop can react promptly as required. In this article, today's climatic change scenario aims to establish a comprehensive vision of IoT implementation in the farming sector to improve agricultural production in the future, as well as to guarantee the constant supplier of food. We describe the advantages of applying IoT on livestock, weather surveillance, the agricultural warehouse, and the intelligent irrigation technique."
w,"The analytics function is growing in importance as the digitisation of business operations and markets leads to the generation of ever-increasing amounts of data. Analysing this data in a manner aligned with company priorities and structures can generate value through supporting effective decision-making, rapid product innovation, supply chain visibility and other aspects of intra- and inter-company operations. To guide the growth we derive a novel maturity framework focused on driving the Analytics-Business alignment, covering a number of diverse organisational facets such as data, leadership support, processes, data management, governance, technology and people. It differentiates itself by using a firm theoretical foundation and providing guidance for analytics capability development instead of simply diagnosing the existing maturity level. To guide development, it distinguishes between two aspects of maturity - a state aspect, which is used to assess the present situation in an organisation, and a management aspect, which evaluates management attitude in order to establish the next stage of analytics growth. The framework has been implemented in a web-based tool and its utility has been demonstrated by obtaining feedback from 64 managers from a variety of sectors, who have praised its ability to integrate diagnosis of the current situation with guidance on the next steps necessary to develop analytics maturity."
w,"Developing a vaccine supply chain (VSC) is an intricate process due to product perishability issues and crossborder supply complexities. On top of that, developing a pandemic-driven VSC is more challenging due to having significant operational, infrastructural, and policy-related disruptions. From the perspective of a developing economy such as Bangladesh, handling the global COVID-19 pandemic through the proper establishment of a VSC has been disrupted by a multitude of organizational, economic, and policy barriers. This has hindered the process of establishing a resilient VSC let alone ensuring the sustainability of the supply chain (SC). Therefore, this study strives to identify the key VSC strategies and their interrelationships under four groups: Intra-organizational, Inter-organizational, Legislative, and Environmental, based on previous literature and the expert opinions of industrial practitioners and policymakers. 20 strategies are ranked, and their causal relationships are discussed using the fuzzy DEMATEL method. This study utilizes the fuzzy set theory to deal with the vagueness of human beings' perceptions, and the DEMATEL method to form a structural model to find out the cause (influencing and independent) and effect (influenced and dependent) relationships among different strategies. The outcome of this study shows that 'developing local production facilities for vaccines', 'creating extensive governmental policy to ensure efficient distribution of vaccines', 'ensuring sustainable investment in vaccine manufacturing and distribution', 'integrating advanced data analytics for robust and resilient demand prediction' and 'promoting public-private-people partnership for sustainable investment' are the most prominent strategies. The findings provide stakeholders and policymakers with a practical framework for developing a sustainable VSC prepared for any virus outbreak, such as COVID-19, while also achieving the Sustainable Development Goals (SDGs)."
w,"This article presents a detailed analysis with an emphasis on actual data to illustrate the value of learning analytics in boosting the retention and graduation of college and university students. The review covers a range of relevant topics, including: To fulfil the competency-building requirements of the future, educational institutions like universities and colleges will need to develop innovative teaching methods. This qualitative case study makes an attempt to establish what skills and knowledge will be necessary for college students to acquire in the future, as well as how learning analytics may aid facilitate the acquisition of these skills and information. Because future abilities are formed on the trifecta of subject development, objects, and the social environment, it makes sense to focus on all three of these aspects simultaneously. The results of a qualitative content analysis of group interviews conducted with 19 educators are the primary focus of this article. According to the findings, crucial components for future subject development include reflective competence, self-awareness and self-management, learning literacy, personal agency and self-efficacy, and learning literacy. Learning analytics have the ability to enhance individuals' development since they give people with the tools to reflect on their own learning and competence growth and to become more self-aware of both their strengths and flaws. Learning analytics were also thought to encourage learning via active engagement, self-assurance in one's own capacity to learn, knowledge of one's own learning processes, and metacognition. Students need to acquire object-related abilities such as flexibility and digital competence in order to be able to handle complex subjects and assignments."
w,"Critical infrastructure systems which are interrelated with people's daily life perform functions in multiple domains. However, with the explosion of specialized textual information in such systems, providing discriminative services for users through potential knowledge discovery becomes an essential and technical concern. Once massive data analytics is conducted in standalone server, the performance will degenerate tremendously. Alternatively, people cannot conveniently get such discriminative (self-caring) services. To address these concerns, we propose the general solution of EDAWS: a Novel Distributed Framework with Efficient Data Analytics Workspace towards Discriminative Service for Critical Infrastructures, through leveraging the state-of-the-art software technologies and computing paradigms. We argue it from the following aspects: Firstly, the server-side platform facilitates native data capture, storage, index and data mining with a systematic organization. Secondly, a text-mining approach with index building in parallel is conducted for various functional business, by exploiting the potential of Lucene-based distributed cluster. Thirdly, with the widespread usage of tiny but powerful mobile devices, the server-side platform could be accessed by mobile-side clients remotely in a more convenient way. To demonstrate our solution, a case study of smart residence prototype towards discriminative services in terms of information retrieval, personalized information push, and hot topic discovery is thoroughly discussed. The extensively experimental studies are conducted for the prototype over various real-world datasets. Experimental results indicate that, data processing which runs on computing nodes has good scalability with data sizes and computing nodes, and the prototype passes from data to discriminative services successfully. (C) 2017 Elsevier B.V. All rights reserved."
